SWV ITM Data Console - ITM Port: 0
0 ;0.500000 ; 0.000000 
1 ;0.500000 ; -0.006760 
2 ;0.500000 ; 0.092523 
3 ;0.500000 ; 0.226339 
4 ;0.500000 ; 0.344352 
5 ;0.500000 ; 0.418529 
6 ;0.500000 ; 0.468218 
7 ;0.500000 ; 0.473956 
8 ;0.500000 ; 0.459857 
9 ;0.500000 ; 0.436662 
10 ;0.500000 ; 0.411907 
11 ;0.500000 ; 0.392762 
12 ;0.500000 ; 0.376582 
13 ;0.500000 ; 0.369333 
14 ;0.500000 ; 0.367889 
15 ;0.500000 ; 0.368847 
16 ;0.500000 ; 0.370944 
17 ;0.500000 ; 0.378584 
18 ;0.500000 ; 0.386575 
19 ;0.500000 ; 0.389749 
20 ;0.500000 ; 0.386615 
21 ;0.500000 ; 0.383206 
22 ;0.500000 ; 0.380110 
23 ;0.500000 ; 0.376367 
24 ;0.500000 ; 0.374813 
25 ;0.500000 ; 0.376044 
26 ;0.500000 ; 0.383490 
27 ;0.500000 ; 0.387296 
28 ;0.500000 ; 0.383787 
29 ;0.500000 ; 0.381338 
30 ;0.500000 ; 0.378513 
31 ;0.500000 ; 0.375186 
32 ;0.500000 ; 0.375083 
33 ;0.500000 ; 0.382669 
34 ;0.500000 ; 0.389152 
35 ;0.500000 ; 0.391038 
36 ;0.500000 ; 0.387899 
37 ;0.500000 ; 0.383207 
38 ;0.500000 ; 0.379563 
39 ;0.500000 ; 0.377362 
40 ;0.500000 ; 0.374384 
41 ;0.500000 ; 0.375860 
42 ;0.500000 ; 0.384064 
43 ;0.500000 ; 0.387238 
44 ;0.500000 ; 0.384834 
45 ;0.500000 ; 0.382050 
46 ;0.500000 ; 0.378025 
47 ;0.500000 ; 0.375134 
48 ;0.500000 ; 0.376683 
49 ;0.500000 ; 0.381661 
50 ;0.500000 ; 0.387377 
51 ;0.500000 ; 0.384222 
52 ;0.500000 ; 0.381343 
53 ;0.500000 ; 0.378518 
54 ;0.500000 ; 0.375921 
55 ;0.500000 ; 0.376442 
56 ;0.500000 ; 0.382186 
57 ;0.500000 ; 0.385450 
58 ;0.500000 ; 0.383124 
59 ;0.500000 ; 0.380771 
60 ;0.500000 ; 0.378576 
61 ;0.500000 ; 0.376153 
62 ;0.500000 ; 0.377189 
63 ;0.500000 ; 0.383372 
64 ;0.500000 ; 0.385185 
65 ;0.500000 ; 0.382897 
66 ;0.500000 ; 0.380394 
67 ;0.500000 ; 0.378803 
68 ;0.500000 ; 0.376895 
69 ;0.500000 ; 0.378554 
70 ;0.500000 ; 0.384357 
71 ;0.500000 ; 0.387853 
72 ;0.500000 ; 0.385360 
73 ;0.500000 ; 0.382865 
74 ;0.500000 ; 0.380732 
75 ;0.500000 ; 0.378909 
76 ;0.500000 ; 0.377899 
77 ;0.500000 ; 0.375940 
78 ;0.500000 ; 0.377007 
79 ;0.500000 ; 0.382120 
80 ;0.500000 ; 0.387587 
81 ;0.500000 ; 0.385681 
82 ;0.500000 ; 0.383321 
83 ;0.500000 ; 0.380391 
84 ;0.500000 ; 0.378252 
85 ;0.500000 ; 0.376242 
86 ;0.500000 ; 0.375802 
87 ;0.500000 ; 0.384563 
88 ;0.500000 ; 0.388213 
89 ;0.500000 ; 0.385667 
90 ;0.000000 ; 0.380934 
91 ;0.000000 ; 0.356608 
92 ;0.000000 ; 0.263098 
93 ;0.000000 ; 0.137506 
94 ;0.000000 ; 0.030540 
95 ;0.000000 ; -0.046438 
96 ;0.000000 ; -0.081893 
97 ;0.000000 ; -0.089902 
98 ;0.000000 ; -0.079388 
99 ;0.000000 ; -0.055969 
100 ;0.000000 ; -0.027732 
101 ;0.000000 ; -0.002322 
102 ;0.000000 ; 0.014460 
103 ;0.000000 ; 0.022955 
104 ;0.000000 ; 0.023271 
105 ;0.000000 ; 0.019888 
106 ;0.000000 ; 0.014621 
107 ;0.000000 ; 0.006466 
108 ;0.000000 ; -0.000322 
109 ;0.000000 ; -0.003198 
110 ;0.000000 ; -0.006022 
111 ;0.000000 ; -0.005694 
112 ;0.000000 ; -0.003405 
113 ;0.000000 ; -0.002362 
114 ;0.000000 ; -0.002019 
115 ;0.000000 ; -0.001542 
116 ;0.000000 ; -0.001135 
117 ;0.000000 ; -0.001336 
118 ;0.000000 ; -0.001142 
119 ;0.000000 ; -0.000976 
120 ;0.000000 ; -0.000834 
121 ;0.000000 ; -0.000713 
122 ;0.000000 ; -0.000609 
123 ;0.000000 ; -0.000520 
124 ;0.000000 ; -0.000445 
125 ;0.000000 ; -0.000380 
126 ;0.000000 ; -0.000325 
127 ;0.000000 ; -0.000278 
128 ;0.000000 ; -0.000237 
129 ;0.000000 ; -0.000203 
130 ;0.000000 ; -0.000173 
131 ;0.000000 ; -0.000148 
132 ;0.000000 ; -0.000127 
133 ;0.000000 ; -0.000108 
134 ;0.000000 ; -0.000092 
135 ;0.000000 ; -0.000079 
136 ;0.000000 ; -0.000067 
137 ;0.000000 ; -0.000058 
138 ;0.000000 ; -0.000049 
139 ;0.000000 ; -0.000042 
140 ;0.000000 ; -0.000036 
141 ;0.000000 ; -0.000031 
142 ;0.000000 ; -0.000026 
143 ;0.000000 ; -0.000022 
144 ;0.000000 ; -0.000019 
145 ;0.000000 ; -0.000016 
146 ;0.000000 ; -0.000014 
