SWV ITM Data Console - ITM Port: 0
0 ; 0.000000 
1 ; -0.012973 
2 ; 0.007185 
3 ; 0.063147 
4 ; 0.078267 
5 ; 0.077850 
6 ; 0.082061 
7 ; 0.097354 
8 ; 0.112433 
9 ; 0.188722 
10 ; 0.259948 
11 ; 0.304739 
12 ; 0.319629 
13 ; 0.324133 
14 ; 0.322683 
15 ; 0.322174 
16 ; 0.325759 
17 ; 0.326631 
18 ; 0.327010 
19 ; 0.328248 
20 ; 0.329853 
21 ; 0.329399 
22 ; 0.329010 
23 ; 0.329957 
24 ; 0.330218 
25 ; 0.330076 
26 ; 0.330319 
27 ; 0.330345 
28 ; 0.330367 
29 ; 0.331664 
30 ; 0.331860 
31 ; 0.332575 
32 ; 0.332821 
33 ; 0.332666 
34 ; 0.332167 
35 ; 0.332107 
36 ; 0.332786 
37 ; 0.332819 
38 ; 0.333029 
39 ; 0.333939 
40 ; 0.333621 
41 ; 0.333167 
42 ; 0.333692 
43 ; 0.332862 
44 ; 0.332335 
45 ; 0.333164 
46 ; 0.332959 
47 ; 0.333514 
48 ; 0.333806 
49 ; 0.334055 
50 ; 0.334086 
51 ; 0.334112 
52 ; 0.334317 
53 ; 0.332848 
54 ; 0.333237 
55 ; 0.334482 
56 ; 0.334086 
57 ; 0.334112 
58 ; 0.334682 
59 ; 0.334256 
60 ; 0.334075 
61 ; 0.335016 
62 ; 0.334907 
63 ; 0.334814 
64 ; 0.334734 
65 ; 0.335762 
66 ; 0.336276 
67 ; 0.336166 
68 ; 0.336438 
69 ; 0.333381 
70 ; 0.331135 
71 ; 0.331955 
72 ; 0.332291 
73 ; 0.332579 
74 ; 0.334285 
75 ; 0.334648 
76 ; 0.334227 
77 ; 0.334781 
78 ; 0.333609 
79 ; 0.333522 
80 ; 0.333996 
81 ; 0.332756 
82 ; 0.333889 
83 ; 0.333761 
84 ; 0.333835 
85 ; 0.333714 
86 ; 0.333246 
87 ; 0.333029 
88 ; 0.331930 
89 ; 0.332087 
90 ; 0.332586 
91 ; 0.284228 
92 ; 0.154650 
93 ; 0.064194 
94 ; 0.019048 
95 ; 0.006046 
96 ; 0.002792 
97 ; 0.002751 
98 ; 0.002351 
99 ; 0.002009 
100 ; 0.001717 
101 ; 0.001650 
102 ; 0.001228 
103 ; 0.001049 
104 ; 0.000897 
105 ; 0.000766 
106 ; 0.000655 
107 ; 0.000377 
108 ; 0.000505 
109 ; -0.005050 
110 ; -0.004681 
111 ; -0.004183 
112 ; -0.003941 
113 ; -0.002819 
114 ; -0.002592 
115 ; -0.002398 
116 ; -0.001135 
117 ; -0.000970 
118 ; -0.001195 
119 ; -0.001569 
120 ; -0.000610 
121 ; -0.000521 
122 ; -0.000446 
123 ; -0.001112 
124 ; -0.001133 
125 ; -0.000785 
126 ; -0.000123 
127 ; -0.000105 
128 ; -0.000090 
129 ; -0.000077 
130 ; -0.000980 
131 ; 0.002086 
132 ; 0.002148 
133 ; 0.002019 
134 ; 0.001908 
135 ; 0.001630 
136 ; 0.001393 
137 ; 0.001191 
138 ; 0.001018 
139 ; 0.000870 
140 ; 0.000743 
141 ; 0.000635 
142 ; 0.000543 
